# radius     dens           temp        c12          ne22
232
1.50800E+08  9.18483E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.51600E+08  8.67512E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.52400E+08  8.22224E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.53200E+08  7.76936E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.54000E+08  7.31648E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.54800E+08  6.90861E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.55600E+08  6.51677E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.56400E+08  6.12492E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.57200E+08  5.75747E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.58000E+08  5.41700E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.58800E+08  5.07652E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.59600E+08  4.75440E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.60400E+08  4.45589E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.61200E+08  4.15737E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.62000E+08  3.88019E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.62800E+08  3.61649E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.63600E+08  3.35280E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.64400E+08  3.12072E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.65200E+08  2.88905E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.66000E+08  2.67072E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.66800E+08  2.46447E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.67600E+08  2.26350E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.68400E+08  2.07950E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.69200E+08  1.89770E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.70000E+08  1.73324E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.70800E+08  1.57117E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.71600E+08  1.42407E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.72400E+08  1.28134E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.73200E+08  1.14881E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.74000E+08  1.02372E+06  5.00000E+05  5.00000E-01  2.50000E-02  
1.74800E+08  9.04041E+05  4.64357E+05  5.00000E-01  2.50000E-02  
1.75600E+08  7.96076E+05  4.28714E+05  5.00000E-01  2.50000E-02  
1.76400E+08  6.93677E+05  3.93071E+05  5.00000E-01  2.50000E-02  
1.77200E+08  5.97151E+05  3.57429E+05  5.00000E-01  2.50000E-02  
1.78000E+08  5.20960E+05  3.21786E+05  5.00000E-01  2.50000E-02  
1.78800E+08  4.36438E+05  2.86143E+05  5.00000E-01  2.50000E-02  
1.79600E+08  3.58012E+05  2.50500E+05  5.00000E-01  2.50000E-02  
1.80400E+08  2.87317E+05  2.14857E+05  5.00000E-01  2.50000E-02  
1.81200E+08  2.23761E+05  1.79214E+05  5.00000E-01  2.50000E-02  
1.82000E+08  1.66364E+05  1.43571E+05  5.00000E-01  2.50000E-02  
1.82800E+08  1.16582E+05  1.07929E+05  5.00000E-01  2.50000E-02  
1.83600E+08  7.34955E+04  7.22857E+04  5.00000E-01  2.50000E-02  
1.84400E+08  3.81945E+04  3.66429E+04  5.00000E-01  2.50000E-02  
1.85200E+08  1.18657E+04  1.00000E+03  5.00000E-01  2.50000E-02  
