# radius     dens           temp        c12          ne22
281
2.15600E+08  7.78090E-03  4.57143E+07  5.00000E-01  0.00000E+00  
2.16400E+08  4.02758E-03  4.42857E+07  5.00000E-01  0.00000E+00  
2.17200E+08  2.08704E-03  4.28571E+07  5.00000E-01  0.00000E+00  
2.18000E+08  1.09634E-03  4.14286E+07  5.00000E-01  0.00000E+00  
2.18800E+08  1.00000E-03  4.00000E+07  5.00000E-01  0.00000E+00  
2.19600E+08  1.00000E-03  3.85714E+07  5.00000E-01  0.00000E+00  
2.20400E+08  1.00000E-03  3.71429E+07  5.00000E-01  0.00000E+00  
2.21200E+08  1.00000E-03  3.57143E+07  5.00000E-01  0.00000E+00  
2.22000E+08  1.00000E-03  3.42857E+07  5.00000E-01  0.00000E+00  
2.22800E+08  1.00000E-03  3.28571E+07  5.00000E-01  0.00000E+00  
2.23600E+08  1.00000E-03  3.14286E+07  5.00000E-01  0.00000E+00  
2.24400E+08  1.00000E-03  3.00000E+07  5.00000E-01  0.00000E+00  
